Effect,Dx_desc,chapter,outcome,OddsRatioEst,LowerCL,UpperCL,impute_flag
PDx_T15toT19,Effects of foreign body entering through natural orifice,Chp19_PDx,PHYSCategory_Num,1.5209271,1.189881,1.9191249,1
PDx_T08toT14,"Injuries to unspecified part of trunk, limb or body region",Chp19_PDx,PHYSCategory_Num,0.8152452,0.3286899,1.7942463,1
PDx_T00toT07,Injuries involving multiple body regions,Chp19_PDx,PHYSCategory_Num,2.3043636,0.6491331,7.7306922,1
PDx_S90toS99,Injuries to the ankle and foot,Chp19_PDx,PHYSCategory_Num,1.0072755,0.7009695,1.4066514,1
PDx_S80toS89,Injuries to the knee and lower leg,Chp19_PDx,PHYSCategory_Num,1.437282,1.0508652,1.9261935,1
PDx_S70toS79,Injuries to the hip and thigh,Chp19_PDx,PHYSCategory_Num,1.4431725,0.9683982,2.085237,1
PDx_S60toS69,Injuries to the wrist and hand,Chp19_PDx,PHYSCategory_Num,1.2381831,1.0025631,1.5126804,1
PDx_S50toS59,Injuries to the elbow and forearm,Chp19_PDx,PHYSCategory_Num,1.213443,1.0296594,1.4207886,1
PDx_S40toS49,Injuries to the shoulder and upper arm,Chp19_PDx,PHYSCategory_Num,1.3878018,1.1168388,1.7058888,1
PDx_S30toS39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",Chp19_PDx,PHYSCategory_Num,1.8225207,1.1863467,2.7119862,1
PDx_S20toS29,Injuries to the thorax,Chp19_PDx,PHYSCategory_Num,2.0946618,0.9401238,4.2918183,1
PDx_S10toS19,Injuries to the neck,Chp19_PDx,PHYSCategory_Num,0.8788626,0.3958416,1.7565471,1
PDx_S00toS09,Injuries to the head,Chp19_PDx,PHYSCategory_Num,1.354815,1.1981277,1.5268176,1
PDx_Q80toQ89,Other congenital malformations,Chp17_PDx,PHYSCategory_Num,1.2440736,0.6385302,2.2348557,1
PDx_Q65toQ79,Congenital malformations and deformations of the musculoskeletal system,Chp17_PDx,PHYSCategory_Num,1.3995828,0.9106713,2.0758122,1
PDx_Q60toQ64,Congenital malformations of the urinary system,Chp17_PDx,PHYSCategory_Num,0.9884259,0.2650725,3.4589016,1
PDx_Q50toQ56,Congenital malformations of genital organs,Chp17_PDx,PHYSCategory_Num,1.4749812,0.9636858,2.179485,1
PDx_Q38toQ45,Other congenital malformations of the digestive system,Chp17_PDx,PHYSCategory_Num,1.2794166,0.9919602,1.6269561,1
PDx_Q30toQ34,Congenital malformations of the respiratory system,Chp17_PDx,PHYSCategory_Num,1.1722095,0.5619537,2.2336776,1
PDx_Q10toQ18,"Congenital malformations of eye, ear, face and neck",Chp17_PDx,PHYSCategory_Num,1.378377,0.9742887,1.8990972,1
PDx_P90toP96,Other disorders originating in the perinatal period,Chp16_PDx,PHYSCategory_Num,1.7329851,1.0002069,2.8580706,1
PDx_P80toP83,Conditions involving the integument and temperature regulation of fetus and newborn,Chp16_PDx,PHYSCategory_Num,0.4182255,0.1849617,0.8411634,1
PDx_P75toP78,Digestive system disorders of fetus and newborn,Chp16_PDx,PHYSCategory_Num,1.0414404,0.2733192,3.8029068,1
PDx_P70toP74,Transitory endocrine and metabolic disorders specific to fetus and newborn,Chp16_PDx,PHYSCategory_Num,1.6505181,0.4406094,5.8645818,1
PDx_P50toP61,Haemorrhagic and haematological disorders of fetus and newborn,Chp16_PDx,PHYSCategory_Num,1.9686051,0.5855157,6.0813522,1
PDx_P35toP39,Infections specific to the perinatal period,Chp16_PDx,PHYSCategory_Num,0.9919602,0.2650725,3.5130942,1
PDx_P20toP29,Respiratory and cardiovascular disorders specific to the perinatal period,Chp16_PDx,PHYSCategory_Num,0.8871093,0.3522519,1.9874547,1
PDx_P10toP15,Birth trauma,Chp16_PDx,PHYSCategory_Num,1.7518347,0.4571028,6.4336041,1
PDx_P05toP08,Disorders related to length of gestation and fetal growth,Chp16_PDx,PHYSCategory_Num,1.1050578,0.2839221,4.1716521,1
PDx_P00toP04,"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery",Chp16_PDx,PHYSCategory_Num,1.0732491,0.2780316,4.0349925,1
PDx_N99toN99,Other disorders of genitourinary tract,Chp14_PDx,PHYSCategory_Num,1.3182939,0.4370751,3.5743554,1
PDx_N80toN98,Noninflammatory disorders of female genital tract,Chp14_PDx,PHYSCategory_Num,0.7728336,0.2273733,2.3397066,1
PDx_N70toN77,Inflammatory diseases of female pelvic organs,Chp14_PDx,PHYSCategory_Num,1.0508652,0.3675672,2.6636841,1
PDx_N60toN64,Disorders of breast,Chp14_PDx,PHYSCategory_Num,0.6467769,0.200277,1.8507951,1
PDx_N40toN51,Diseases of male genital organs,Chp14_PDx,PHYSCategory_Num,1.2099087,1.0167003,1.4290353,1
PDx_N30toN39,Other diseases of urinary system,Chp14_PDx,PHYSCategory_Num,1.2805947,1.0508652,1.5468453,1
PDx_N25toN29,Other disorders of kidney and ureter,Chp14_PDx,PHYSCategory_Num,1.3265406,0.4429656,3.5248752,1
PDx_N20toN23,Urolithiasis,Chp14_PDx,PHYSCategory_Num,1.3477464,0.3875949,4.3035993,1
PDx_N17toN19,Renal failure,Chp14_PDx,PHYSCategory_Num,0.9271647,0.2532915,3.2268159,1
PDx_N10toN16,Renal tubulo-interstitial diseases,Chp14_PDx,PHYSCategory_Num,0.860013,0.4759524,1.449063,1
PDx_N00toN08,Glomerular diseases,Chp14_PDx,PHYSCategory_Num,0.9577953,0.3993759,2.073456,1
PDx_M91toM94,Chondropathies,Chp13_PDx,PHYSCategory_Num,1.2558546,0.4217598,3.3469821,1
PDx_M86toM90,Other osteopathies,Chp13_PDx,PHYSCategory_Num,0.871794,0.4135131,1.6681896,1
PDx_M80toM85,Disorders of bone density and structure,Chp13_PDx,PHYSCategory_Num,1.343034,0.5325012,3.0453885,1
PDx_M70toM79,Other soft tissue disorders,Chp13_PDx,PHYSCategory_Num,1.4290353,0.8069985,2.3938992,1
PDx_M65toM68,Disorders of synovium and tendon,Chp13_PDx,PHYSCategory_Num,1.0532214,0.683298,1.5586263,1
PDx_M60toM63,Disorders of muscles,Chp13_PDx,PHYSCategory_Num,2.026332,0.9954945,3.817044,1
PDx_M50toM54,Other dorsopathies,Chp13_PDx,PHYSCategory_Num,1.4455287,0.5666661,3.3481602,1
PDx_M45toM49,Spondylopathies,Chp13_PDx,PHYSCategory_Num,1.9273716,0.6585579,5.0399118,1
PDx_M40toM43,Deforming dorsopathies,Chp13_PDx,PHYSCategory_Num,1.2358269,0.4641714,2.9146194,1
PDx_M20toM25,Other joint disorders,Chp13_PDx,PHYSCategory_Num,1.0496871,0.6432426,1.6340247,1
PDx_M15toM19,Arthrosis,Chp13_PDx,PHYSCategory_Num,1.154538,0.2909907,4.5286164,1
PDx_M05toM14,Inflammatory polyarthropathies,Chp13_PDx,PHYSCategory_Num,1.5126804,0.7033257,2.9735244,1
PDx_M00toM03,Infectious arthropathies,Chp13_PDx,PHYSCategory_Num,1.3866237,0.6785856,2.6047791,1
PDx_L80toL99,Other disorders of the skin and subcutaneous tissue,Chp12_PDx,PHYSCategory_Num,1.2652794,0.7881489,1.9415088,1
PDx_L60toL75,Disorders of skin appendages,Chp12_PDx,PHYSCategory_Num,0.9224523,0.4535685,1.7117793,1
PDx_L55toL59,Radiation-related disorders of the skin and subcutaneous tissue,Chp12_PDx,PHYSCategory_Num,0.9707544,0.3051279,2.8215495,1
PDx_L50toL54,Urticaria and erythema,Chp12_PDx,PHYSCategory_Num,1.1733876,0.7563402,1.7483004,1
PDx_L40toL45,Papulosquamous disorders,Chp12_PDx,PHYSCategory_Num,2.014551,0.7410249,5.006925,1
PDx_L20toL30,Dermatitis and eczema,Chp12_PDx,PHYSCategory_Num,2.0781684,1.5173928,2.7979875,1
PDx_L10toL14,Bullous disorders,Chp12_PDx,PHYSCategory_Num,1.0473309,0.2744973,3.8512089,1
PDx_L00toL08,Infections of the skin and subcutaneous tissue,Chp12_PDx,PHYSCategory_Num,1.3771989,1.1745657,1.6069284,1
PDx_K90toK93,Other diseases of the digestive system,Chp11_PDx,PHYSCategory_Num,1.0167003,0.6526674,1.5185709,1
PDx_K80toK87,"Disorders of gallbladder, biliary tract and pancreas",Chp11_PDx,PHYSCategory_Num,0.883575,0.2874564,2.4245298,1
PDx_K70toK77,Diseases of liver,Chp11_PDx,PHYSCategory_Num,1.3842675,0.4382532,4.1257062,1
PDx_K65toK67,Diseases of peritoneum,Chp11_PDx,PHYSCategory_Num,1.0331937,0.2733192,3.7157274,1
PDx_K55toK63,Other diseases of intestines,Chp11_PDx,PHYSCategory_Num,1.2428955,0.9519048,1.5986817,1
PDx_K50toK52,Noninfective enteritis and colitis,Chp11_PDx,PHYSCategory_Num,1.0520433,0.5277888,1.9297278,1
PDx_K40toK46,Hernia,Chp11_PDx,PHYSCategory_Num,1.1627847,0.9625077,1.3925142,1
PDx_K35toK38,Diseases of appendix,Chp11_PDx,PHYSCategory_Num,1.072071,0.7492716,1.4926527,1
PDx_K20toK31,"Diseases of oesophagus, stomach and duodenum",Chp11_PDx,PHYSCategory_Num,1.3771989,1.0555776,1.7695062,1
PDx_K00toK14,"Diseases of oral cavity, salivary glands and jaws",Chp11_PDx,PHYSCategory_Num,1.4573097,1.3218282,1.602216,1
PDx_J95toJ99,Other diseases of the respiratory system,Chp10_PDx,PHYSCategory_Num,1.0543995,0.7257096,1.4855841,1
PDx_J90toJ94,Other diseases of pleura,Chp10_PDx,PHYSCategory_Num,0.9142056,0.2521134,3.1042935,1
PDx_J85toJ86,Suppurative and necrotic conditions of lower respiratory tract,Chp10_PDx,PHYSCategory_Num,1.4313915,0.4029102,4.7135781,1
PDx_J80toJ84,Other respiratory diseases principally affecting the interstitium,Chp10_PDx,PHYSCategory_Num,1.7047107,0.5195421,5.2873128,1
PDx_J60toJ70,Lung diseases due to external agents,Chp10_PDx,PHYSCategory_Num,1.0343718,0.3216213,2.9747025,1
PDx_J40toJ47,Chronic lower respiratory diseases,Chp10_PDx,PHYSCategory_Num,1.3135815,1.1957715,1.4396382,1
PDx_J30toJ39,Other diseases of upper respiratory tract,Chp10_PDx,PHYSCategory_Num,1.1651409,1.0650024,1.2735261,1
PDx_J20toJ22,Other acute lower respiratory infections,Chp10_PDx,PHYSCategory_Num,1.3442121,1.2311145,1.4643783,1
PDx_J10toJ18,Influenza and pneumonia,Chp10_PDx,PHYSCategory_Num,1.201662,1.06029,1.3559931,1
PDx_J00toJ06,Acute upper respiratory infections,Chp10_PDx,PHYSCategory_Num,1.2523203,1.1474694,1.3642398,1
PDx_I95toI99,Other and unspecified disorders of the circulatory system,Chp09_PDx,PHYSCategory_Num,1.3642398,0.3817044,4.6546731,1
PDx_I80toI89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",Chp09_PDx,PHYSCategory_Num,1.2405393,0.8329167,1.790712,1
PDx_I70toI79,"Diseases of arteries, arterioles and capillaries",Chp09_PDx,PHYSCategory_Num,1.4938308,0.483021,4.1151033,1
PDx_I60toI69,Cerebrovascular diseases,Chp09_PDx,PHYSCategory_Num,1.4243229,0.4653495,3.911292,1
PDx_I30toI52,Other forms of heart disease,Chp09_PDx,PHYSCategory_Num,1.1757438,0.4794867,2.5776828,1
PDx_I26toI28,Pulmonary heart disease and diseases of pulmonary circulation,Chp09_PDx,PHYSCategory_Num,1.1038797,0.2839221,4.2093513,1
PDx_I10toI15,Hypertensive diseases,Chp09_PDx,PHYSCategory_Num,0.7103943,0.2132361,2.1464982,1
PDx_I00toI02,Acute rheumatic fever,Chp09_PDx,PHYSCategory_Num,1.1321541,0.2874564,4.3731072,1
PDx_H90toH95,Other disorders of ear,Chp08_PDx,PHYSCategory_Num,1.2923757,0.7999299,1.9980576,1
PDx_H80toH83,Diseases of inner ear,Chp08_PDx,PHYSCategory_Num,1.0543995,0.3275118,3.0406761,1
PDx_H65toH75,Diseases of middle ear and mastoid,Chp08_PDx,PHYSCategory_Num,1.4196105,1.284129,1.5656949,1
PDx_H60toH62,Diseases of external ear,Chp08_PDx,PHYSCategory_Num,2.0192634,1.2381831,3.1643766,1
PDx_H55toH59,Other disorders of eye and adnexa,Chp07_PDx,PHYSCategory_Num,1.0885644,0.3781701,2.7826722,1
PDx_H53toH54,Visual disturbances and blindness,Chp07_PDx,PHYSCategory_Num,1.4914746,0.4794867,4.1787207,1
PDx_H49toH52,"Disorders of ocular muscles, binocular movement, accommodation and refraction",Chp07_PDx,PHYSCategory_Num,1.3583493,0.9719325,1.8531513,1
PDx_H46toH48,Disorders of optic nerve and visual pathways,Chp07_PDx,PHYSCategory_Num,1.5032556,0.4158693,5.0587614,1
PDx_H43toH45,Disorders of vitreous body and globe,Chp07_PDx,PHYSCategory_Num,1.3406778,0.3817044,4.4166969,1
PDx_H40toH42,Glaucoma,Chp07_PDx,PHYSCategory_Num,1.2853071,0.3699234,4.2140637,1
PDx_H30toH36,Disorders of choroid and retina,Chp07_PDx,PHYSCategory_Num,1.3630617,0.388773,4.4591085,1
PDx_H25toH28,Disorders of lens,Chp07_PDx,PHYSCategory_Num,1.2075525,0.4052664,3.2598027,1
PDx_H15toH22,"Disorders of sclera, cornea, iris and ciliary body",Chp07_PDx,PHYSCategory_Num,2.0110167,0.7975737,4.6452483,1
PDx_H10toH13,Disorders of conjunctiva,Chp07_PDx,PHYSCategory_Num,1.0331937,0.4264722,2.2654863,1
PDx_H00toH06,"Disorders of eyelid, lacrimal system and orbit",Chp07_PDx,PHYSCategory_Num,1.0532214,0.7575183,1.4266791,1
PDx_G90toG99,Other disorders of the nervous system,Chp06_PDx,PHYSCategory_Num,2.5376274,1.2358269,4.9056084,1
PDx_G80toG83,Cerebral palsy and other paralytic syndromes,Chp06_PDx,PHYSCategory_Num,1.5845445,0.4983363,4.5780966,1
PDx_G70toG73,Diseases of myoneural junction and muscle,Chp06_PDx,PHYSCategory_Num,1.0072755,0.2686068,3.5413686,1
PDx_G60toG64,Polyneuropathies and other disorders of the peripheral nervous system,Chp06_PDx,PHYSCategory_Num,0.7586964,0.223839,2.2984731,1
PDx_G50toG59,"Nerve, nerve root and plexus disorders",Chp06_PDx,PHYSCategory_Num,1.9226592,0.6538455,5.1023511,1
PDx_G40toG47,Episodic and paroxysmal disorders,Chp06_PDx,PHYSCategory_Num,1.5327081,1.3489245,1.7353413,1
PDx_G20toG26,Extrapyramidal and movement disorders,Chp06_PDx,PHYSCategory_Num,1.307691,0.4806648,3.1902948,1
PDx_G10toG13,Systemic atrophies primarily affecting the central nervous system,Chp06_PDx,PHYSCategory_Num,1.237005,0.3640329,3.8429622,1
PDx_G00toG09,Inflammatory diseases of the central nervous system,Chp06_PDx,PHYSCategory_Num,1.3041567,0.6797637,2.332638,1
PDx_F99toF99,Unspecified mental disorder,Chp05_PDx,PHYSCategory_Num,1.1062359,0.2839221,4.2152418,1
PDx_F90toF98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,Chp05_PDx,PHYSCategory_Num,1.6045722,0.8411634,2.8733859,1
PDx_F80toF89,Disorders of psychological development,Chp05_PDx,PHYSCategory_Num,1.4773374,0.5749128,3.4577235,1
PDx_F70toF79,Mental retardation,Chp05_PDx,PHYSCategory_Num,1.0496871,0.2756754,3.8347155,1
PDx_F60toF69,Disorders of adult personality and behaviour,Chp05_PDx,PHYSCategory_Num,1.1616066,0.2921688,4.5769185,1
PDx_F50toF59,Behavioural syndromes associated with physiological disturbances and physical factors,Chp05_PDx,PHYSCategory_Num,1.3842675,0.8929998,2.061675,1
PDx_F40toF48,"Neurotic, stress-related and somatoform disorders",Chp05_PDx,PHYSCategory_Num,1.7541909,0.6043653,4.6157958,1
PDx_F30toF39,Mood [affective] disorders,Chp05_PDx,PHYSCategory_Num,1.0579338,0.2768535,3.9077577,1
PDx_F10toF19,Mental and behavioural disorders due to psychoactive substance use,Chp05_PDx,PHYSCategory_Num,0.9106713,0.2497572,3.1950072,1
PDx_F00toF09,"Organic, including symptomatic, mental disorders",Chp05_PDx,PHYSCategory_Num,0.94248,0.2580039,3.2268159,1
PDx_E70toE89,Metabolic disorders,Chp04_PDx,PHYSCategory_Num,1.2075525,0.742203,1.8790695,1
PDx_E65toE68,Obesity and other hyperalimentation,Chp04_PDx,PHYSCategory_Num,4.7312496,1.7188479,12.2911173,1
PDx_E50toE64,Other nutritional deficiencies,Chp04_PDx,PHYSCategory_Num,1.5185709,0.5383917,3.8830176,1
PDx_E40toE46,Malnutrition,Chp04_PDx,PHYSCategory_Num,1.6528743,0.4406094,5.9929947,1
PDx_E20toE35,Disorders of other endocrine glands,Chp04_PDx,PHYSCategory_Num,2.0828808,1.0932768,3.7381113,1
PDx_E15toE16,Other disorders of glucose regulation and pancreatic internal secretion,Chp04_PDx,PHYSCategory_Num,0.6821199,0.2603601,1.5833664,1
PDx_E00toE07,Disorders of thyroid gland,Chp04_PDx,PHYSCategory_Num,0.9177399,0.2532915,3.0842658,1
PDx_D80toD89,Certain disorders involving the immune mechanism,Chp03_PDx,PHYSCategory_Num,1.06029,0.2768535,3.9324978,1
PDx_D70toD77,Other diseases of blood and blood-forming organs,Chp03_PDx,PHYSCategory_Num,2.1276486,1.1887029,3.6686034,1
PDx_D65toD69,"Coagulation defects, purpura and other haemorrhagic conditions",Chp03_PDx,PHYSCategory_Num,1.425501,0.9047808,2.1606354,1
PDx_D60toD64,Aplastic and other anaemias,Chp03_PDx,PHYSCategory_Num,0.9978507,0.3805263,2.3597343,1
PDx_D55toD59,Haemolytic anaemias,Chp03_PDx,PHYSCategory_Num,1.8861381,0.7622307,4.2482286,1
PDx_D50toD53,Nutritional anaemias,Chp03_PDx,PHYSCategory_Num,1.6670115,0.6880104,3.6662472,1
PDx_D37toD48,Neoplasms of uncertain or unknown behaviour,Chp02_PDx,PHYSCategory_Num,2.2124718,0.9613296,4.7253591,1
PDx_D10toD36,Benign neoplasms,Chp02_PDx,PHYSCategory_Num,0.9837135,0.7292439,1.2994443,1
PDx_D00toD09,In situ neoplasms,Chp02_PDx,PHYSCategory_Num,1.8072054,0.4665276,6.7705407,1
PDx_C81toC96,"Malignant neoplasms of lymphoid, haematopoietic and related tissue",Chp02_PDx,PHYSCategory_Num,1.2417174,0.5984748,2.4598728,1
PDx_C76toC80,"Malignant neoplasms of ill-defined, secondary and unspecified sites",Chp02_PDx,PHYSCategory_Num,1.7188479,0.5242545,5.2342983,1
PDx_C73toC75,Malignant neoplasms of thyroid and other endocrine glands,Chp02_PDx,PHYSCategory_Num,0.8611911,0.2379762,2.9853054,1
PDx_C69toC72,"Malignant neoplasms of eye, brain and other parts of central nervous system",Chp02_PDx,PHYSCategory_Num,0.9507267,0.3286899,2.5069968,1
PDx_C64toC68,Malignant neoplasms of urinary tract,Chp02_PDx,PHYSCategory_Num,0.600831,0.1861398,1.7718624,1
PDx_C60toC63,Malignant neoplasms of male genital organs,Chp02_PDx,PHYSCategory_Num,1.130976,0.2874564,4.3613262,1
PDx_C45toC49,Malignant neoplasms of mesothelial and soft tissue,Chp02_PDx,PHYSCategory_Num,1.2523203,0.4064445,3.581424,1
PDx_C43toC44,Melanoma and other malignant neoplasms of skin,Chp02_PDx,PHYSCategory_Num,1.0261251,0.2721411,3.663891,1
PDx_C40toC41,Malignant neoplasms of bone and articular cartilage,Chp02_PDx,PHYSCategory_Num,0.9919602,0.2662506,3.487176,1
PDx_C30toC39,Malignant neoplasms of respiratory and intrathoracic organs,Chp02_PDx,PHYSCategory_Num,1.248786,0.3569643,4.1834331,1
PDx_C15toC26,Malignant neoplasms of digestive organs,Chp02_PDx,PHYSCategory_Num,0.9354114,0.2544696,3.2621589,1
PDx_B99toB99,Other infectious diseases,Chp01_PDx,PHYSCategory_Num,2.2466367,0.730422,6.3794115,1
PDx_B95toB97,"Bacterial, viral and other infectious agents",Chp01_PDx,PHYSCategory_Num,1.7294508,0.7103943,3.8205783,1
PDx_B85toB89,"Pediculosis, acariasis and other infestations",Chp01_PDx,PHYSCategory_Num,0.9530829,0.3934854,2.1064428,1
PDx_B65toB83,Helminthiases,Chp01_PDx,PHYSCategory_Num,1.166319,0.3510738,3.5036694,1
PDx_B50toB64,Protozoal diseases,Chp01_PDx,PHYSCategory_Num,1.1203731,0.2862783,4.2776811,1
PDx_B35toB49,Mycoses,Chp01_PDx,PHYSCategory_Num,0.6691608,0.2544696,1.578654,1
PDx_B25toB34,Other viral diseases,Chp01_PDx,PHYSCategory_Num,1.307691,1.166319,1.4620221,1
PDx_B15toB19,Viral hepatitis,Chp01_PDx,PHYSCategory_Num,0.9130275,0.2532915,3.0548133,1
PDx_B00toB09,Viral infections characterised by skin and mucous membrane lesions,Chp01_PDx,PHYSCategory_Num,1.4172543,1.1050578,1.7942463,1
PDx_A90toA99,Arthropod-borne viral fevers and viral haemorrhagic fevers,Chp01_PDx,PHYSCategory_Num,1.0767834,0.2792097,4.0161429,1
PDx_A80toA89,Viral infections of the central nervous system,Chp01_PDx,PHYSCategory_Num,1.0697148,0.5690223,1.8696447,1
PDx_A75toA79,Rickettsioses,Chp01_PDx,PHYSCategory_Num,1.0826739,0.2803878,4.0208553,1
PDx_A65toA69,Other spirochaetal diseases,Chp01_PDx,PHYSCategory_Num,1.0932768,0.2815659,4.0962537,1
PDx_A50toA64,Infections with a predominantly sexual mode of transmission,Chp01_PDx,PHYSCategory_Num,1.0261251,0.270963,3.7216179,1
PDx_A30toA49,Other bacterial diseases,Chp01_PDx,PHYSCategory_Num,1.3713084,1.0225908,1.8072054,1
PDx_A15toA19,Tuberculosis,Chp01_PDx,PHYSCategory_Num,1.0661805,0.2768535,4.0008276,1
PDx_A00toA09,Intestinal infectious diseases,Chp01_PDx,PHYSCategory_Num,1.2428955,1.1451132,1.3489245,1
PDx_T66toT78,Other and unspecified effects of external causes,Chp19_PDx,LANGCOGCategory_Num,1.5115023,1.0532214,2.1064428,1
PDx_T51toT65,Toxic effects of substances chiefly nonmedicinal as to source,Chp19_PDx,LANGCOGCategory_Num,1.5598044,0.9636858,2.4198174,1
PDx_T36toT50,"Poisoning by drugs, medicaments and biological substances",Chp19_PDx,LANGCOGCategory_Num,1.6622991,1.2205116,2.2195404,1
PDx_T29toT31,Burns of multiple and unspecified body regions,Chp19_PDx,LANGCOGCategory_Num,1.3925142,0.3934854,4.6311111,1
PDx_T26toT28,Burns of eye and internal organs,Chp19_PDx,LANGCOGCategory_Num,1.9014534,0.5713785,5.8162797,1
PDx_T20toT25,"Burns of external body surface, specified by site",Chp19_PDx,LANGCOGCategory_Num,1.7647938,1.3571712,2.2654863,1
PDx_T15toT19,Effects of foreign body entering through natural orifice,Chp19_PDx,LANGCOGCategory_Num,1.9544679,1.4891184,2.5258464,1
PDx_T08toT14,"Injuries to unspecified part of trunk, limb or body region",Chp19_PDx,LANGCOGCategory_Num,0.9059589,0.329868,2.1783069,1
PDx_T00toT07,Injuries involving multiple body regions,Chp19_PDx,LANGCOGCategory_Num,2.4280641,0.6703389,8.4128121,1
PDx_S90toS99,Injuries to the ankle and foot,Chp19_PDx,LANGCOGCategory_Num,1.3677741,0.9342333,1.9426869,1
PDx_S80toS89,Injuries to the knee and lower leg,Chp19_PDx,LANGCOGCategory_Num,1.3218282,0.9024246,1.8814257,1
PDx_S70toS79,Injuries to the hip and thigh,Chp19_PDx,LANGCOGCategory_Num,1.920303,1.2511422,2.8521801,1
PDx_S60toS69,Injuries to the wrist and hand,Chp19_PDx,LANGCOGCategory_Num,1.2617451,0.9813573,1.5998598,1
PDx_S50toS59,Injuries to the elbow and forearm,Chp19_PDx,LANGCOGCategory_Num,1.2417174,1.0167003,1.5020775,1
PDx_S40toS49,Injuries to the shoulder and upper arm,Chp19_PDx,LANGCOGCategory_Num,1.3984047,1.0767834,1.7895339,1
PDx_S30toS39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",Chp19_PDx,LANGCOGCategory_Num,1.3760208,0.8069985,2.2289652,1
PDx_S20toS29,Injuries to the thorax,Chp19_PDx,LANGCOGCategory_Num,1.6234218,0.6314616,3.7298646,1
PDx_S10toS19,Injuries to the neck,Chp19_PDx,LANGCOGCategory_Num,1.2652794,0.5478165,2.6177382,1
PDx_S00toS09,Injuries to the head,Chp19_PDx,LANGCOGCategory_Num,1.4042952,1.2110868,1.6198875,1
PDx_R95toR99,Ill-defined and unknown causes of mortality,Chp18_PDx,LANGCOGCategory_Num,1.5362424,0.4205817,5.3144091,1
PDx_Q80toQ89,Other congenital malformations,Chp17_PDx,LANGCOGCategory_Num,1.1839905,0.5195421,2.4080364,1
PDx_Q65toQ79,Congenital malformations and deformations of the musculoskeletal system,Chp17_PDx,LANGCOGCategory_Num,1.5621606,0.9436581,2.4598728,1
PDx_Q60toQ64,Congenital malformations of the urinary system,Chp17_PDx,LANGCOGCategory_Num,1.0473309,0.2756754,3.8040849,1
PDx_Q50toQ56,Congenital malformations of genital organs,Chp17_PDx,LANGCOGCategory_Num,2.0534283,1.2935538,3.1361022,1
PDx_Q38toQ45,Other congenital malformations of the digestive system,Chp17_PDx,LANGCOGCategory_Num,1.5067899,1.107414,2.0063043,1
PDx_Q30toQ34,Congenital malformations of the respiratory system,Chp17_PDx,LANGCOGCategory_Num,2.0569626,0.9754668,3.9725532,1
PDx_Q10toQ18,"Congenital malformations of eye, ear, face and neck",Chp17_PDx,LANGCOGCategory_Num,0.8553006,0.5030487,1.366596,1
PDx_P90toP96,Other disorders originating in the perinatal period,Chp16_PDx,LANGCOGCategory_Num,0.7634088,0.329868,1.5821883,1
PDx_P80toP83,Conditions involving the integument and temperature regulation of fetus and newborn,Chp16_PDx,LANGCOGCategory_Num,0.8623692,0.4088007,1.64934,1
PDx_P75toP78,Digestive system disorders of fetus and newborn,Chp16_PDx,LANGCOGCategory_Num,1.6210656,0.4347189,5.8363074,1
PDx_P70toP74,Transitory endocrine and metabolic disorders specific to fetus and newborn,Chp16_PDx,LANGCOGCategory_Num,1.0991673,0.282744,4.1245281,1
PDx_P50toP61,Haemorrhagic and haematological disorders of fetus and newborn,Chp16_PDx,LANGCOGCategory_Num,0.9990288,0.2674287,3.5048475,1
PDx_P35toP39,Infections specific to the perinatal period,Chp16_PDx,LANGCOGCategory_Num,1.036728,0.2733192,3.7522485,1
PDx_P20toP29,Respiratory and cardiovascular disorders specific to the perinatal period,Chp16_PDx,LANGCOGCategory_Num,2.1571011,0.9106713,4.665276,1
PDx_P10toP15,Birth trauma,Chp16_PDx,LANGCOGCategory_Num,1.1510037,0.2909907,4.4920953,1
PDx_P05toP08,Disorders related to length of gestation and fetal growth,Chp16_PDx,LANGCOGCategory_Num,1.7530128,0.4571028,6.4748376,1
PDx_P00toP04,"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery",Chp16_PDx,LANGCOGCategory_Num,1.0779615,0.2792097,4.0597326,1
PDx_N99toN99,Other disorders of genitourinary tract,Chp14_PDx,LANGCOGCategory_Num,0.7586964,0.223839,2.3255694,1
PDx_N80toN98,Noninflammatory disorders of female genital tract,Chp14_PDx,LANGCOGCategory_Num,0.8223138,0.2367981,2.5812171,1
PDx_N70toN77,Inflammatory diseases of female pelvic organs,Chp14_PDx,LANGCOGCategory_Num,1.9709613,0.7280658,4.8584844,1
PDx_N60toN64,Disorders of breast,Chp14_PDx,LANGCOGCategory_Num,1.0508652,0.3275118,2.9959083,1
PDx_N40toN51,Diseases of male genital organs,Chp14_PDx,LANGCOGCategory_Num,1.1439351,0.9153837,1.4125419,1
PDx_N30toN39,Other diseases of urinary system,Chp14_PDx,LANGCOGCategory_Num,1.2099087,0.9401238,1.5338862,1
PDx_N25toN29,Other disorders of kidney and ureter,Chp14_PDx,LANGCOGCategory_Num,0.8340948,0.2379762,2.6495469,1
PDx_N20toN23,Urolithiasis,Chp14_PDx,LANGCOGCategory_Num,1.0390842,0.2744973,3.7428237,1
